question,answer
地华里的小区设施,小区有800平米中心广场内设健身活动和儿童游乐器材小区还有智能快递存储器方便快捷
地华里的生活配套,小区东北角有物美和人人乐两个大型商超，小区自带菜市场，就在小区东门10米左右。
地华里的不足之处,小区有几年，物业管理不善，路面坑洼，非常颠簸。绿植没有修剪，蚊虫较多
地华里的小区户型,小区建成于1999年，一梯两户，一室55㎡-77㎡，两室82㎡-106㎡，三室109㎡-133㎡。
地华里的居民素质,紧靠华苑产业园，住户学历普遍偏高，年龄40岁左右，自住高达85%
地华里的小区户型,小区共计19栋楼高层1栋主要户型65平米左右一室90平米左右俩室和120平米左右3室
地华里的不足之处,房龄有些老旧车位有点紧张
城市之光月光园(商住楼)的附近学校,隶属天津市河东区第二实验小学片，属于公立小学，距离小区500米
城市之光月光园(商住楼)的小区户型,18号楼为70年住宅带燃气；19号楼为50年住宅型公寓无燃气可落户，50平一室，85平两室为主力户型
城市之光月光园(商住楼)的不足之处,19号楼业主多数落户后出租，所以租户居多，卫生环境不理想
城市之光月光园(商住楼)的轨道交通,天津站2.3.9号线地铁口在距离小区南侧200米的位置，可换乘1.4.6号线，到达和平区，河北区等地
城市之光月光园(河东)的小区户型,月光园小区总楼数20栋，其中一栋商业，两栋公寓，两栋别墅，一居室52，57平，二居室90，113平
城市之光月光园(河东)的不足之处,紧邻天津站后广场，属于交通枢纽，小区车位比较紧张，地上可租到，地下需要购买
城市之光月光园(河东)的生活配套,小区门口有老龙头菜市场，奥美健身，距离工人医院300米，距离天津站100米。
城市之光月光园(河东)的轨道交通,小区西侧500米是天津站后广场火车站，高铁以及地铁2.3.9号线为主要出行线路
城市之星大厦的生活配套,小区南向1000米有远洋未来购物广场，共有四层，地下一层有儿童游玩的空间，特别适合亲自购物
城市之星大厦的不足之处,小区东向靠近快速路所以杂音比较大，小区绿化率低，小区群客比较多，比较混乱
城市之星大厦的居民素质,小区老人小孩会相对多一些，小区住户多数以三代人为主，小区内年轻人较多，所以会有老人来照顾儿童
城市之星大厦的小区户型,小区共三栋楼，2号楼3号楼27-49平，loft复试为主，适合落户群体
城市之星大厦的附近学校,对口学校：二实验小学（公立），三毛艺术学校（私立），7中28中32中
城市之星大厦的生活配套,小区南行500米有远洋未来购物广场，楼下有银行超市大型菜市场，
城市之星大厦的轨道交通,小区南向有地铁2号线远洋国际中心站，一站地到达天津站换乘2.3.9号线特别方便，非高峰出行非常便捷
城市之星大厦的不足之处,小区绿化率低，客群多
城市之星大厦的小区户型,三梯八户的一房、两房、三房构成，三房金角全明户型，白天不需要亮灯所有房间也能光照充足
城市之星大厦的轨道交通,步行天津站400米，门口有公交线路几十条，通往市内各区
城市之星大厦的附近学校,小区对口天津七中，天津七中始建于1951年，是天津市首批重点中学，天津市高中首批招生校，
城市亮点花园的不足之处,没有地下停车位，停车位紧张
城市亮点花园的小区户型,小区都是大户型的，以100平米左右居多，5层到顶，五楼带阁楼，楼房整体规范。
城市亮点花园的房屋品质,小区06年开盘，属于最早的商品房形式上市，工程质量很好，五层到顶的送阁楼。
城市亮点花园的轨道交通,距离地铁六号线直线距离1公里，出门就是公交站。
城际美景的轨道交通,出小区门60米就是公交站，961直达天津站，821公交直达职业大学
城际美景的房屋品质,2008年交房，为中式建筑风格，该小区物业为双盈物业，在雨季排水比较顺畅，基本没有积水
城际美景的生活配套,小区外围是沿街商业街步行100米就可到达，
城际美景的小区户型,该小区攻击34栋楼，其中4栋是11层到顶的的小高，3栋是29层到顶 的高层，其余为6层到顶小高
城际美景的生活配套,基本生活可以保证，便利峰距小区门口50米，世纪华联超市距小区100米，沙县吃，二姑包子，两个菜鸟驿站
城际美景的不足之处,小区车位不足，不能满足一家一个车位
城际美景的小区设施,小区一共三个公园，一个水系花园，荷花凉亭，小桥，小区中心公园有广场公孩童嬉戏，还一个运动个公园
城际美景的轨道交通,小区门口就是961公交总站，地铁五号线北辰科技园北站可转乘市内任一地铁
城际美景的不足之处,小区距离双街繁华位置商场较远，物业相对差一些
城际美景的小区户型,小区分为三种房源：
城际美景的附近学校,小区内部有一个私立幼儿园，东方剑桥幼儿园
增光南里的不足之处,老旧小区，目前没有车位
增光南里的生活配套,"出西南门正对就是百货超市，出南门沿着重光路走400米就到天津中医二 附属医
增光南里,小区户型,小区主要户型是40平米一室，60平米两室，只有三排楼，相对很安静
壹街区静德花园,小区户型,小区内共13栋住宅 小区中里户型74平米一室95平米100平米-128平米两室150三室 164四室
壹街区静德花园,不足之处,小区地上停车比较乱 物业稍微差点
壹街区静德花园,生活配套,出小区东门往南200米到达新世界百货乐天百货物美超市中国4大行都在小区门口出小区北门就有公交站距离地
壹街区静德花园,生活配套,小区向东100米到达新世界百货配备家乐福的购物超市，乐天百货，向西500米到达水阁医院长征医院。
壹街区静德花园,房屋品质,壹街区开盘于2006年8月 毛坯交房 板式高层 南北通透户型 隔音效果好 防湿效果好
壹街区静德花园,小区设施,小区内有花园 绿化率高 绿化率40 小区内有很多健身设施 有喷泉 有小孩娱乐的设施
壹街区静德花园,小区户型,小区内共13栋楼，主力户型74平米一室、95平米和110平米两室、145平米三室和164平米四室。
壹街区静德花园,附近学校,小区对应南开区小学，中营小学和区中学，崇化中学，和小区院内幼儿园！
壹街区静德花园,不足之处,因为小区 位于市繁华地段 紧邻东马路车流量较大 车辆噪音会比较大
壹街区静德花园,房屋品质,小区房子于2008年交房，采用双层真空玻璃，隔音又保暖，卫生间采用防水石膏板，防潮效果好，户型极好
壹街区静德花园,附近学校,对应的是南开北片
壹街区静德花园,小区设施,小区1:1车位充足，可租，小区有健身器材和小孩游乐园。
壹街区静德花园,小区户型,小区内共13栋楼 主力户型74 .95 .105 .120 . 145 .165 平米户型 物业费1.7元
壹街区静德花园,其他描述,所属物业静安物业 物业费1.7元/㎡ 物业管理非常好
壹街区静德花园,附近学校,中营小学学区房 百年老校 师资力量雄厚 南开区第一
壹街区静德花园,小区设施,小区花园在小区中间 有凉亭 水池 绿化高 空气清新 小区15号楼为物业 在东门位置
壹街区静德花园,不足之处,车位少 地下车位一层 地上有 车位但是 不多  车位紧张
大唐印象唐雅苑,小区户型,小区以多层，洋房，别墅组成，户型有70平-140平之间，主要以70-90之间的两室为主
大唐印象唐雅苑,小区设施,小区有花园，户外健身场所，车位配比1:1
大唐印象唐雅苑,不足之处,新小区，周边商业配套少
大唐印象比松花园,小区户型,本小区属低密度小区共有18栋楼，17层到顶的高层卫2梯四户，88-89平米小三室和100-120三室
大唐印象比松花园,轨道交通,小区南门门前就是公交站，通往市区和空港地铁站多路公交
大唐印象比松花园,生活配套,小区门口前后有两排底商，超市 烟酒饭店 果蔬生鲜药店等
大唐印象比松花园,小区设施,内部配套娱乐设施和儿童娱乐广场以及各类健身器材
大唐印象比松花园,不足之处,距离地铁站较远，空港地铁站2号线需要坐公交转乘
大唐盛世观雅庭院,轨道交通,227路、207路、小区门口200米就是公交站台，出行非常方便。
大唐盛世观雅庭院,小区户型,小区都是高层，83平米两室115平三室
大唐盛世观雅庭院,不足之处,小区生活设施不完善。  车位紧张
大唐盛世观雅庭院,小区设施,小区有滑滑梯，健身器材。
大唐盛世观雅庭院,其他描述,小区自持物业，物业费2.8
大园新居,居民素质,本小区属于还迁房，小区租户比较少，业主大多都是以前一起工作过的，相互之间邻里和睦，关系融洽
大园新居,小区设施,小区有健身区，位置在4号楼东侧，健身设施齐全。小区有地下停车场，车位充足。小区没有乱停乱放现象
大园新居,房屋品质,大园新居建设于2007年，由天津中发家园房地产开发建设，房子质量很好，小区绿化为30%左右。
大园新居,生活配套,大园新居距熙汇广场1300米，距物美超市1000米，距人民医院地铁站800米，距芥园里公交站100米
大园新居,不足之处,小区地面破损严重，物业比较差，改善维修不及时
大园新居,小区户型,大园新居一共有21栋楼，1-12号楼为六层到顶的砖楼。13-21号楼为二十八层到顶的电梯房。
大成中环城,不足之处,小区楼栋少，相对小区较小，出房率稍低
大成中环城,房屋品质,2016年次新房，70年商品房，全地采暖，金地物业，品质有保障，户型格局无浪费
大成中环城,轨道交通,距红旗地道公交站200米，出小区往东走1千米就是天津西站
大成中环城,生活配套,距离华润万家，欧亚达1.2千米
大成中环城,小区户型,大成中环城又名大成雅苑，小区共六栋楼，五六号楼为33层到顶，一四号为28层到顶，二三号为25层到顶
大成中环城,居民素质,小区年轻人偏多，当时都是以买婚房居住为主，关系和睦，团结友善
大成中环城,小区设施,小区配有儿童游乐区，健身器材区，小花园，绿化率高，有停车棚
大成中环城,其他描述,物业为金地物业，环境卫生特别好
大成中环城,不足之处,小区不足在自行车停车位较少，造成自行车没地方放，有待物业增加自行车车位，有待解决电动车充电问题
大成中环城,小区户型,小区总共六栋楼，两梯三户和四户，主推户型83-88-91两室，115-120三室，改善住宅
大成中环城,小区设施,小区内部设施齐全，花园，健身器材，儿童乐园，车棚，丰巢等生活设施
大津城臻品,不足之处,本小区地上车位紧张，需要去物业排队等候，
大津城臻品,生活配套,生活配套：小区100左右有大津城商业广场.内部有超市.电影院.各种美食.方便小区业主衣食住行.
大津城臻品,小区户型,小区户型：小区共计6栋高层30层.到顶.两梯六户.主力户型69-78平米一居
大津城臻品,附近学校,附近小学：周边王兰庄小学.师资力量雄厚 有富力小学.私立终点学校.华夏之星.阳光幼儿园
大津城臻品,轨道交通,交通轨迹：小区3公里有五号地铁线昌凌站.公交.953路套天津站.门口有即将完工的十号线.
大运河府,小区设施,小区有休闲花园，休闲广场有凉亭供业主休息，车位1：1。
大运河府,小区户型,在售26#84平米全名两室，96平米南北通透三室，32层到顶。楼间距40米，绿化率40%
大运河府,不足之处,车位贵。。。车位紧张
大通绿岛家园,生活配套,小区北侧有底商 银行衣食住行 应有尽有
大通绿岛家园,轨道交通,距地铁四号线南仓站100米 现在在建 西侧快速路
大通绿岛家园,房屋品质,小区为04年商品房 房屋质量好 外立面看起来比较新
大通绿岛家园,小区设施,小区中心有500平绿地 绿地周边有健身娱乐设施
大通绿岛家园,小区户型,小区内部多为一梯两户 南北通透 主推大户型 90-118平米两室为主力户型 128平米三室 适合改善
大通绿岛家园,不足之处,小区物业差 很快要更换物业
天一绿海揽秀园,生活配套,小区周边配套齐全，门口西侧50米即是世纪华联购物中心，东侧150米是上宝塔菜市场，生活购物很方便。
天一绿海揽秀园,小区户型,小区共68栋，洋房别墅高层错落有致，户型以两室和三室为主，楼间距50米，绿化率45%，环境一流！
天一绿海揽秀园,附近学校,小区南行1.3公里是国办重点中学～四中，西行2.1公里是国办重点小学～三小，北门口处有吉的堡幼儿园。
天一绿海揽秀园,不足之处,高端大社区，房价偏高，人口多，导致上下班高峰时间段道路拥堵。
天一绿海揽翠园,小区设施,小区中央有独立的花园水系，大部分小朋友玩耍。
天一绿海揽翠园,附近学校,小区的西门口是吉的堡幼儿园。五期南门也有一家幼儿园，天一幼儿园
天一绿海揽翠园,不足之处,不是人车分流，但有活动的空间，小区中间有独立花园
天一绿海揽翠园,生活配套,小区南门有个世纪联华超市，有多家便利店超市。银行3家。
天华里(南开),生活配套,周边五百米有综合商超 鑫茂购物中心，人人乐超市，物美超市，给小区的业主带来方便的购物环境。
天华里(南开),不足之处,目前小区没有固定的车，小区的车位也比较紧张，小区物业管理也不是十分完善，经常有车辆进出逆行的现象发生
天华里(南开),小区户型,小区是六楼到顶的洋房社区，一梯两户，主力户型有77.64平的H户型，两室一厅，适合落户上学的需求。
天华里(南开),轨道交通,小区距地铁站五百米，地铁三号线，小区没扣有小区公交849.687.快2等，到和平 西青都是非常方便。
天大北五村,小区户型,小区主推小户型，30-80平米，一二三室，多层，6楼到顶。楼间距30米，采光无遮挡，绿化百分之十。
天大北五村,轨道交通,小区门口有多路公交，门前是鞍山西道，卫津路。距海光寺地铁站和鞍山道站还有西康路站都不是很远。
天大北五村,不足之处,老小区，竣工时间是1994年，小去车位紧张。均价在3.6万/平米，总价略高于周边同类型小户型的总价。
天安象屿智慧城都城,其他描述,自持物业 物业费3元每平米，，，，，，，，，，，，，，
天安象屿智慧城都城,不足之处,交通不是特别方便 目前没有地铁
天安象屿智慧城都城,小区设施,小区中心有200平米绿地，内部也有儿童游乐区，跑道设施
天安象屿智慧城都城,不足之处,周边配套不是很完善，需要时间发展一下
天安象屿智慧城都城,小区户型,小区一共分为4期，有洋房也有高层，现在都在卖
天安象屿智慧城都城,轨道交通,小区门口配件一个公交总站，坐车直达地铁2号线空港经济区站比较方便1
天安象屿智慧城都城,小区设施,小区中心有花园景观设计 而且还有老人锻炼身体和小孩玩耍的娱乐小设施 比如滑梯 攀爬等等.。。。
天安象屿智慧城都城,轨道交通,2号线空港经济区站，紧临规划Z8号线总部经济区站，Z2经三路站。
天安象屿智慧城都城,生活配套,小区门口有业主食堂，便利店，菜市场，以及2700平米业主会所，方便生活所需
天安象屿智慧城都城,生活配套,自建商业综合体，包括酒店，公寓，写字楼，政府行政楼，3公里左右是空港SM。，，，，，，，，，，，，，
天宝福苑,其他描述,小区物业是天津中发物业，具有国家二级物业资质，中发物业公司成功接管各类物业面积超过60万平米。
天宝福苑,房屋品质,小区由鼎盛地产开发，项目总占地184亩，共2036套住房。
天宝福苑,生活配套,小区西南方向1公里就是宝坻集中的两条商业街，劝宝购物广场，商场，银行，超市。小区门口20米有小型超市
天宝福苑,不足之处,期房交房时间为2020年，配套不成熟
天宝福苑,附近学校,小区北门100米华勘幼儿园，正对面是临海路小学，西侧1.5公里宝坻二中"
