rent,deposit,layout,area,orientation,floor,decoration,type,compound,street,house_id
1900,付3押1,2室1厅1卫,90平方米,南北,共5层,简单装修,普通住宅,水岸华庭(津南),津南 咸水沽,3.11E+15
2000,付3押1,2室1厅1卫,69平方米,朝南,高层(共6层),简单装修,普通住宅,津塘路2号楼,河东 大王庄,3.11E+15
1300,付3押1,1室1厅1卫,48平方米,朝南,高层(共6层),简单装修,普通住宅,阳安里,河东 向阳楼,3.11E+15
1500,付3押1,2室1厅1卫,72平方米,南北,高层(共6层),简单装修,普通住宅,黄岩里,河东 二号桥,3.11E+15
2800,付3押1,1室1厅1卫,35平方米,东西,共3层,精装修,其他,大理道小区, ,3.10E+15
1700,付3押1,2室1厅1卫,82平方米,东西,高层(共7层),简单装修,普通住宅,宜君北里,南开 向阳路,3.10E+15
2400,付3押1,2室1厅1卫,38平方米,朝南,高层(共6层),精装修,普通住宅,文化村小区,和平 南营门,3.11E+15
1200,付3押1,1室1厅1卫,35平方米,朝南,高层(共6层),简单装修,普通住宅,芥园里,南开 向阳路,3.10E+15
1700,付3押1,1室1厅1卫,45平方米,朝东,低层(共7层),简单装修,普通住宅,日方里,河北 鸿顺里街,3.11E+15
2400,付3押1,2室1厅1卫,58.3平方米,南北,高层(共6层),简单装修,普通住宅,林苑西里,南开 王顶堤,3.11E+15
1800,付3押1,1室1厅1卫,34平方米,朝南,低层(共6层),精装修,普通住宅,互助南里,河东 中山门,3.11E+15
2500,付3押1,1室1厅1卫,60平方米,朝南,高层(共18层),简单装修,普通住宅,世家新苑,和平 新兴街,3.11E+15
1800,付3押1,1室1厅1卫,23.9平方米,朝南,中层(共6层),精装修,普通住宅,彩霞里,南开 向阳路,3.09E+15
1600,付3押1,2室1厅1卫,60.4平方米,南北,高层(共6层),简单装修,普通住宅,满江北里,河北 靖江路街,3.11E+15
1800,付3押1,1室1厅1卫,42.9平方米,朝西,高层(共6层),简单装修,普通住宅,风湖里,南开 学府街,3.11E+15
4500,付3押1,2室2厅1卫,102平方米,南北,共5层,简单装修,普通住宅,凯立天香家园, ,3.11E+15
2700,付3押1,2室1厅1卫,55.5平方米,南北,中层(共6层),简单装修,普通住宅,民族楼,红桥 铃铛阁街,3.11E+15
3900,付3押1,1室1厅1卫,73.9平方米,东南,高层(共25层), , ,凯摩国际公寓,南开 体育中心,2.71E+15
2100,付3押1,1室1厅1卫,53平方米,朝南,低层(共18层),简单装修,普通住宅,和瑞园,西青 李七庄,3.10E+15
1500,付3押1,1室1厅1卫,48.2平方米,朝南,高层(共6层),简单装修,普通住宅,珠峰里,河西 小海地,3.11E+15
2300,付3押1,3室1厅1卫,92平方米,朝南,高层(共33层),简单装修,普通住宅,北宁湾宁宇家园,河北 铁东路街,3.11E+15
1700,付3押1,2室1厅1卫,55平方米,南北,低层(共6层),简单装修,普通住宅,宁城楼,红桥 咸阳北路街,3.11E+15
1400,付3押1,1室1厅1卫,46平方米,南北,高层(共7层),简单装修,普通住宅,正德里,塘沽 塘沽新村街,3.11E+15
